Brnd_Name,Gnrc_Name,Tot_Mftr,Mftr_Name,Tot_Spndng_2018,Tot_Dsg_Unts_2018,Tot_Clms_2018,Tot_Benes_2018,Avg_Spnd_Per_Dsg_Unt_Wghtd_2018,Avg_Spnd_Per_Clm_2018,Avg_Spnd_Per_Bene_2018,Outlier_Flag_2018,Tot_Spndng_2019,Tot_Dsg_Unts_2019,Tot_Clms_2019,Tot_Benes_2019,Avg_Spnd_Per_Dsg_Unt_Wghtd_2019,Avg_Spnd_Per_Clm_2019,Avg_Spnd_Per_Bene_2019,Outlier_Flag_2019,Tot_Spndng_2020,Tot_Dsg_Unts_2020,Tot_Clms_2020,Tot_Benes_2020,Avg_Spnd_Per_Dsg_Unt_Wghtd_2020,Avg_Spnd_Per_Clm_2020,Avg_Spnd_Per_Bene_2020,Outlier_Flag_2020,Tot_Spndng_2021,Tot_Dsg_Unts_2021,Tot_Clms_2021,Tot_Benes_2021,Avg_Spnd_Per_Dsg_Unt_Wghtd_2021,Avg_Spnd_Per_Clm_2021,Avg_Spnd_Per_Bene_2021,Outlier_Flag_2021,Tot_Spndng_2022,Tot_Dsg_Unts_2022,Tot_Clms_2022,Tot_Benes_2022,Avg_Spnd_Per_Dsg_Unt_Wghtd_2022,Avg_Spnd_Per_Clm_2022,Avg_Spnd_Per_Bene_2022,Outlier_Flag_2022,Chg_Avg_Spnd_Per_Dsg_Unt_21_22,CAGR_Avg_Spnd_Per_Dsg_Unt_18_22
Acyclovir*,Acyclovir,1,Glenmark Pharma,1728763.62,175225,6433,4930,9.8659644457,268.7336577,350.66199189,0,5961006.74,746965,17387,11181,7.9803026112,342.84274113,533.13717378,0,1834285.05,347289,13385,9047,5.2817251626,137.0403474,202.7506411,1,1752034.99,326771,12508,8428,5.3616599698,140.07315238,207.88265187,1,1670016.19,328052,12899,8869,5.0907057113,129.46865571,188.29813846,1,-0.050535517,-0.152461157
Acyclovir*,Acyclovir,1,Avet Pharmaceut,1519370.58,8296846.5,121279,54363,0.1842380096,12.527895019,27.948615419,0,2815790.06,13583351.5,183454,82323,0.2107766111,15.348752603,34.204172103,0,5615786.92,21807811,270679,125940,0.262368151,20.747035862,44.590971256,0,6834755.29,28041662.99,307389,134247,0.2492156072,22.234872718,50.911791623,0,5793536.93,22937619.97,250816,104798,0.2570386959,23.098753389,55.282895952,0,0.031390846,0.086812986
Acyclovir*,Acyclovir,1,Teva USA*,1564700.76,7561335,121060,55642,0.2155152225,12.925002148,28.120857626,0,955111.66,1561162.041,28222,15473,2.9775049464,33.842805613,61.72763265,0,4274486,89313,5426,3657,105.61488366,787.77847401,1168.8504238,0,2824861.91,25720,3614,2440,109.83133398,781.64413669,1157.730291,0,1580339.88,16495,2212,1519,95.807207032,714.43936709,1040.3817512,0,-0.12768785,3.5917692692
Acyclovir*,Acyclovir,1,Viona Pharmaceu*,,,,,,,,,,,,,,,,,72626.91,16260,884,716,4.466599631,82.157138009,101.43423184,0,919028.66,919050,16255,9844,2.45549169,56.538213473,93.359270622,0,2143655.95,6802800.462,81631,35346,0.7287426959,26.260317159,60.647766367,0,-0.703219238,-0.596076989
Acyclovir*,Acyclovir,1,Mylan*,3689507.33,391691,14251,10173,10.955290333,258.89462704,362.67643075,0,2641095.87,961214,12919,8934,7.8468263856,204.43500813,295.62299866,0,1502522.03,817663,11067,7613,4.9814364705,135.76597362,197.36267306,0,1046570.1,324674,10066,7434,4.5531912728,103.9708027,140.78155771,0,828476.05,222392,8581,6451,4.3817388707,96.547727538,128.42598822,0,-0.037655436,-0.204746388
Acyclovir*,Acyclovir,1,"Xiromed, LLC",,,,,,,,,,,,,,,,,574245.6,118435,4123,2689,4.8486140077,139.27858356,213.55358869,0,1493393.44,279059,10749,7048,5.3515329733,138.93324402,211.88896708,1,1559854.8,307589,12115,8262,5.0712307657,128.75400743,188.79869281,1,-0.052377928,0.0226991167
Acyclovir*,Acyclovir,1,Taro Pharm USA,4035793.41,388028,15883,11635,10.400778836,254.09515898,346.86664461,0,1627576.61,217906,9375,7296,7.4691684029,173.60817173,223.07793448,1,600896.2,135526,5782,4344,4.4338075351,103.92531996,138.32785451,1,684213.58,162955,7074,5306,4.1987884999,96.722304213,128.95091971,1,1139732.68,252247,11059,8191,4.5183200593,103.05928927,139.14450983,1,0.0761008942,-0.188146285
Acyclovir*,Acyclovir,1,Vistapharm/Pai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50674.3,176055.25,314,155,0.2878318028,161.38312102,326.93096774,0,,
Acyclovir*,Acyclovir,1,Cosette Pharmac,566971.23,52681,1949,1455,10.762347526,290.90365829,389.67094845,0,637884.87,74575,2950,2027,8.5536020114,216.23215932,314.69406512,0,165634.37,34995,1427,1051,4.7330867267,116.07173791,157.59692674,0,129690.9,26915,1190,912,4.8185361323,108.98394958,142.20493421,1,29059.98,4515,189,147,6.4363189369,153.75650794,197.68693878,0,0.3357415531,-0.120607745
Acyclovir*,Acyclovir,1,Alembic Pharmac,,,,,,,,,484153.27,64225.009,2292,1199,7.5383916256,211.2361562,403.7975563,1,527348.11,100001,3981,2341,5.2734283657,132.46624215,225.26617258,1,39461.26,7629,323,227,5.1725337528,122.17108359,173.83814978,1,10560.29,1690,70,49,6.2486923077,150.86128571,215.51612245,1,0.2080524954,-0.060629722
Acyclovir*,Acyclovir,1,Northstar Rx Ll,1365475.78,124278,5601,4118,10.987268704,243.79142653,331.58712482,0,959925.23,110796,5046,3851,8.6638978844,190.23488506,249.26648403,0,977523.9,180598,7999,5511,5.4127061208,122.20576322,177.37686445,0,821655.31,156165,7079,4956,5.2614562162,116.06940387,165.79001412,1,773446.55,146575,6431,4528,5.2767972028,120.26847302,170.8141674,1,0.0029157302,-0.167526985
Acyclovir*,Acyclovir,1,Nivagen Pharmac,508964.79,4345323,59165,30257,0.1204306911,8.6024641257,16.821389761,0,631038.38,6044245,80327,31760,0.1048140862,7.8558688859,19.868966625,0,538340.08,5213487,65700,25096,0.103431445,8.1939129376,21.451230475,0,423356.11,4036459,48466,18842,0.1050392135,8.7351155449,22.468745887,0,138685.18,1315996,17255,9977,0.1058442812,8.0373909012,13.900489125,0,0.0076644486,-0.031761038
Acyclovir*,Acyclovir,1,Apotex Corp,1645130.56,8887826.1,112694,50298,0.1895081472,14.598208955,32.707673466,0,1751777.83,9375379,119676,60205,0.1983936786,14.637670293,29.096882817,0,3655149.8,16914214.999,230899,99559,0.2300006802,15.830080685,36.713404112,0,1509561.12,9021848.9,111430,44936,0.184212503,13.547169703,33.593580203,0,1225495.14,7009808.5,81893,32739,0.1939049231,14.964589647,37.432271603,0,0.0526154302,0.0057504546
Acyclovir*,Acyclovir,1,Yiling Pharmace,1149.68,5405,124,98,0.2292859352,9.2716129032,11.731428571,0,196971.43,827479.2,13495,8903,0.2428508839,14.595882179,22.124163765,0,139640.95,609627.5,10386,5216,0.233711743,13.445113614,26.771654525,0,84194.37,322003,5321,2813,0.2664375696,15.823035144,29.93045503,0,75134.14,245021,4332,2380,0.315588246,17.343984303,31.568966387,0,0.18447352,0.083143134
Acyclovir*,Acyclovir,1,Torrent Pharmac,,,,,,,,,461499.91,60439,2950,2443,7.6357965883,156.44064746,188.90704462,1,907569.32,165531,7724,5810,5.4827755526,117.49991196,156.20814458,1,600423.11,100051,4758,3728,6.001170503,126.19233081,161.05770118,1,424923.25,87698,4239,3018,4.8453014892,100.24138948,140.7963055,1,-0.192607261,-0.140678882
Acyclovir*,Acyclovir,1,Camber Pharmace,7971893.18,33621632.5,522754,236025,0.2452714746,15.249798529,33.775630463,0,10259726.02,41893968.4,630690,269959,0.2523334005,16.267462652,38.004756352,0,10957503.37,42611804.485,613882,245717,0.2657359417,17.849527059,44.593997851,0,15665296.46,57968591.105,780975,313622,0.2796323497,20.05864011,49.949609594,0,16339552.25,61016642.02,801007,306250,0.2755911788,20.398763369,53.35364,0,-0.014451729,0.02956689
Acyclovir*,Acyclovir,1,Hi-Tech/Akorn C,73310.28,128071,264,182,0.5724190488,277.69045455,402.80373626,0,123164.11,248998.5,509,295,0.4946379597,241.9727112,417.50545763,0,288267.91,538968.5,1085,591,0.5348511277,265.68470968,487.76296108,0,289068.93,545169.2,1093,546,0.5302370897,264.47294602,529.43027473,0,253508.47,489226,959,507,0.5181827417,264.34668405,500.01670611,0,-0.022733883,-0.024578741
Acyclovir*,Acyclovir,1,AHP,1022.57,4734,103,58,0.2236995227,9.9278640777,17.630517241,0,1461.11,4491,89,71,0.4241116106,16.416966292,20.579014085,0,984.1,1564,49,38,0.8966843555,20.083673469,25.897368421,1,849.61,777,31,27,1.1487896605,27.406774194,31.467037037,1,352.17,660,26,23,0.6198283466,13.545,15.31173913,1,-0.46045097,0.2901838288
Acyclovir*,Acyclovir,1,Mylan Instituti,253668.52,22520,3344,2674,11.264143872,75.857811005,94.864816754,0,151565.28,18300,2650,2157,8.2822557377,57.194445283,70.266703755,0,87427.33,14620,2023,1583,5.9799815321,43.216673258,55.228888187,1,82055.89,15185,2131,1725,5.4037464603,38.505814172,47.568631884,1,74282.42,14397,2020,1640,5.1595763006,36.773475248,45.294158537,1,-0.045185347,-0.177323745
Acyclovir*,Acyclovir,1,Fougera/Sandoz,680806.08,60851,2460,1762,11.18808368,276.75043902,386.38256527,0,155415.78,15665,701,440,9.9212116183,221.70582026,353.21768182,0,45123.67,7909,346,223,5.705357188,130.41523121,202.34829596,1,27205.37,4852.5,224,144,5.6064647089,121.45254464,188.92618056,1,20135.45,3780,177,124,5.3268386243,113.75960452,162.38266129,1,-0.049875652,-0.169330129
Aczone,Dapsone,1,Overall,,,,1099,,,,,,,,921,,,,,136577.25,12060,190,307,11.324813433,718.82763158,444.87703583,0,200149.65,17730,239,166,11.288320108,837.44623431,1205.7207831,0,154570.86,13140,178,98,11.768531599,868.37561798,1577.2536735,0,0.0425405629,0.0194023041
Aczone,Dapsone,1,"Almirall, LLC",,,,,,,,,,,,,,,,,136577.25,12060,190,127,11.324813433,718.82763158,1075.4114173,0,200149.65,17730,239,152,11.288320108,837.44623431,1316.7740132,0,154570.86,13140,178,98,11.768531599,868.37561798,1577.2536735,0,0.0425405629,0.0194023041
Adacel Tdap,"Diph,Pertuss(Acell),Tet Vac/PF",1,Overall,10979499.3,136138.246,191707,190954,80.805472928,57.272292092,57.498137248,0,11033494.81,119121.61,182346,181747,92.671176419,60.508565091,60.707988633,0,10274095.02,125262.552,171777,171363,82.363953092,59.810655792,59.955153796,0,10684013.34,135947.25,177914,177467,79.577986531,60.051560529,60.202817087,0,13686117.71,165416.1,221542,220919,83.700033958,61.776627953,61.950840399,0,0.0517988404,0.0088374935
Adacel Tdap,"Diph,Pertuss(Acell),Tet Vac/PF",1,Sanofi-Pasteur,10979499.3,136138.246,191707,190954,80.805472928,57.272292092,57.498137248,0,11033494.81,119121.61,182346,181747,92.671176419,60.508565091,60.707988633,0,10274095.02,125262.552,171777,171363,82.363953092,59.810655792,59.955153796,0,10684013.34,135947.25,177914,177467,79.577986531,60.051560529,60.202817087,0,13686117.71,165416.1,221542,220919,83.700033958,61.776627953,61.950840399,0,0.0517988404,0.0088374935
Adakveo,Crizanlizumab-Tmca,1,Overall,,,,,,,,,,,,,,,,,5098450.99,20688,449,96,246.44484677,11355.124699,53108.864479,0,5852209.87,22770,510,97,257.01404787,11474.921314,60332.060515,0,6859657.71,26274.6,608,112,261.07562855,11282.33176,61246.943839,0,0.0158029521,0.0292557347
Adakveo,Crizanlizumab-Tmca,1,Novartis,,,,,,,,,,,,,,,,,5098450.99,20688,449,96,246.44484677,11355.124699,53108.864479,0,5852209.87,22770,510,97,257.01404787,11474.921314,60332.060515,0,6859657.71,26274.6,608,112,261.07562855,11282.33176,61246.943839,0,0.0158029521,0.0292557347
Adapalene,Adapalene,10,Overall,1222080.2,364294,7569,5094,3.3533182093,161.45860748,239.90581076,0,1577582.71,516244,10033,5578,3.088410792,157.23938104,282.82228577,0,1925448.03,606932,11325,5885,3.0545197336,170.01748609,327.17893458,0,2542994.28,569023,11780,5495,3.4985555923,215.87387776,462.78330846,0,4363057.03,419529,8476,4037,7.7564926949,514.75425083,1080.7671613,0,1.2170557221,0.2332401493
Adapalene,Adapalene,1,Perrigo/Padagis,300001.98,74940,1566,815,4.0032289832,191.57214559,368.10058896,0,410999.82,101815,2100,1018,4.0367315229,195.7142,403.73263261,0,296572.74,72900,1508,698,4.0682131687,196.66627321,424.88931232,0,220065.86,53865,1109,567,4.0855074724,198.43630298,388.12320988,0,215884.7,55590,1157,570,3.8835168196,186.5900605,378.74508772,0,-0.049440774,-0.007561304
Adapalene,Adapalene,1,Glenmark Pharma,236424.91,107747,2253,1126,2.1942597938,104.93782068,209.96883659,0,491650.7,250850,4543,2175,1.9599390074,108.22159366,226.04629885,0,619440.55,334621,5777,2895,1.8511705781,107.2252986,213.9691019,0,525053.61,258867,5504,2466,2.0282755624,95.394914608,212.91711679,0,126257.42,54976,1206,826,2.2965916036,104.69106136,152.85401937,0,0.1322877652,0.0114605108
Adapalene,Adapalene,1,Alembic Pharmac,,,,,,,,,,,,,,,,,4036.13,1260,28,22,3.2032777778,144.1475,183.46045455,1,66734.75,21780,424,265,3.0824749773,157.3932783,251.82924528,0,283495.38,82470,1611,800,3.4437744564,175.97478585,354.369225,0,0.1172108392,0.0368598309
Adapalene,Adapalene,1,Taro Pharm USA,135832.87,38432,773,400,3.5283478991,175.7216947,339.582175,0,119043.3,39600,833,445,3.0056489327,142.90912365,267.51303371,0,135120.3,50130,1003,499,2.6953979653,134.71615155,270.78216433,0,154078.59,54000,1123,621,2.8533072222,137.20266251,248.1136715,0,170661.5,56610,1227,588,3.0146882176,139.08842706,290.24064626,0,0.0565592777,-0.03856982
Adapalene,Adapalene,1,Mayne Pharma In,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3474.85,855,19,13,4.0641520468,182.88684211,267.29615385,1,,
Adapalene,Adapalene,1,Sandoz,76724.39,20160,443,247,3.8071127276,173.19275395,310.62506073,0,80272.09,24030,507,277,3.3424984374,158.32759369,289.79093863,0,72137.07,22365,463,259,3.2286880815,155.80360691,278.52150579,0,97507.09,30285,635,348,3.2201932345,153.55447244,280.19278736,0,26413.21,6975,151,99,3.7901956892,174.92192053,266.80010101,0,0.1770087735,-0.00111274
Adapalene,Adapalene,1,Rochester Pharm,,,,,,,,,111341.08,1414,24,16,78.741923621,4639.2116667,6958.8175,1,354290.15,4578,56,25,77.389722586,6326.6098214,14171.606,0,949006.87,11116,93,38,85.373054156,10204.374946,24973.865,0,3060408.47,36848,464,139,83.054941109,6595.7079095,22017.327122,0,-0.027152748,0.0179344634
Adapalene,Adapalene,1,Fougera/Sandoz,284295.4,73245,1532,867,3.8814308144,185.57140992,327.90703576,0,167348.8,39060,819,484,4.2844034818,204.33308913,345.76198347,0,247694.91,59355,1224,600,4.1731094263,202.36512255,412.82485,0,294503.62,71670,1487,762,4.1091617134,198.05219906,386.48769029,0,312968.7,81420,1704,835,3.8438798821,183.66707746,374.81281437,0,-0.064558625,-0.002427451
Adapalene,Adapalene,1,Actavis/Teva,102734.45,27990,544,328,3.6703983566,188.85009191,313.21478659,0,99628.64,32025,629,333,3.1109645589,158.39211447,299.18510511,0,87826.55,30555,606,359,2.8743757159,144.92830033,244.64220056,0,91471.12,27765,589,371,3.2944757789,155.29901528,246.5528841,0,92683.8,24795,535,316,3.7380036298,173.24074766,293.30316456,0,0.1346277468,0.0045732957
Adapalene,Adapalene,1,Prasco Labs,86066.2,21780,458,287,3.9553035916,187.91746725,299.88222997,0,97298.28,27450,578,308,3.5484511643,168.33612457,315.90350649,0,108329.63,31168,660,343,3.4722992278,164.13580303,315.82982507,0,144572.77,39675,816,426,3.6421673435,177.17251225,339.37269953,0,70809,18990,402,254,3.7247168706,176.14179104,278.77559055,0,0.0226649463,-0.014904442
Adapalene-Benzoyl Peroxide,Adapalene/Benzoyl Peroxide,8,Overall,123672.95,27270,555,405,4.560650569,222.83414414,305.36530864,0,120228.92,52290,1072,693,2.3019841431,112.15384328,173.49050505,0,122451.78,64365,1325,758,1.8850786919,92.416437736,161.54588391,0,125163.45,61965,1305,737,2.0030339137,95.910689655,169.82829037,0,354089.65,89505,1880,1003,3.8745850007,188.34555851,353.03055833,0,0.9343581625,-0.039937296
Adapalene-Benzoyl Peroxide,Adapalene/Benzoyl Peroxide,1,Viona Pharmaceu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12698.96,1620,32,23,7.8388641975,396.8425,552.12869565,0,,
Adapalene-Benzoyl Peroxide,Adapalene/Benzoyl Peroxide,1,Prasco Labs,79075.98,14175,296,190,5.578552381,267.14858108,416.18936842,0,30696.95,9945,205,114,3.0866716943,149.74121951,269.27149123,0,24597.72,8850,173,105,2.7794033898,142.1833526,234.264,0,14852.8,5130,110,66,2.8952826511,135.02545455,225.04242424,0,15091.18,5085,113,68,2.9677836775,133.55026549,221.92911765,0,0.0250410876,-0.145961043
Adapalene-Benzoyl Peroxide,Adapalene/Benzoyl Peroxide,1,Perrigo/Padagis,14780.1,7245,144,103,2.0400414079,102.63958333,143.4961165,0,33996.53,16560,321,184,2.0529305556,105.90819315,184.76375,0,24218.64,14355,300,175,1.6871222571,80.7288,138.39222857,0,23653.48,15030,324,181,1.5737511643,73.004567901,130.68220994,0,24114.07,14940,321,179,1.6140609103,75.121713396,134.71547486,0,0.025613799,-0.056872878
Adapalene-Benzoyl Peroxide,Adapalene/Benzoyl Peroxide,1,Glenmark Pharma,,,,,,,,,,,,,,,,,19491.46,6960,133,73,2.8004971264,146.55233083,267.00630137,0,36276.72,17775,362,257,2.0408843882,100.2119337,141.15455253,0,71892.25,41310,872,491,1.7403110627,82.445240826,146.4200611,0,-0.147276018,-0.211692107
Adapalene-Benzoyl Peroxide,Adapalene/Benzoyl Peroxide,1,Padagis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9061.01,1170,23,18,7.7444529915,393.95695652,503.38944444,1,,
Adapalene-Benzoyl Peroxide,Adapalene/Benzoyl Peroxide,1,Mayne Pharma In,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15535.66,1620,36,28,9.5899135802,431.54611111,554.845,0,,
Adapalene-Benzoyl Peroxide,Adapalene/Benzoyl Peroxide,1,Teva USA,,,,,,,,,,,,,,,,,,,,,,,,,7210.4,630,11,,11.445079365,655.49090909,,1,113354.19,11115,215,124,10.198307692,527.2287907,914.14669355,0,-0.108935171,-0.108935171
Adapalene-Benzoyl Peroxide,Adapalene/Benzoyl Peroxide,1,Taro Pharm USA,29816.87,5850,115,85,5.0969008547,259.27713043,350.78670588,0,55535.44,25785,546,370,2.1537886368,101.71326007,150.09578378,0,54143.96,34200,719,422,1.5831567251,75.304534075,128.30322275,0,43170.05,23400,498,331,1.8491702148,86.68684739,130.42311178,0,92342.33,12645,268,149,7.2625236235,344.56093284,619.74718121,0,2.9274500343,0.0925601174
Adbry,Tralokinumab-Ldrm,1,Overall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11498067.07,13138,3211,851,875.17636398,3580.8368328,13511.24215,0,,
Adbry,Tralokinumab-Ldrm,1,Leo Pharma Inc.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11498067.07,13138,3211,851,875.17636398,3580.8368328,13511.24215,0,,
Adcetris,Brentuximab Vedotin,1,Overall,,,,,,,,,,,,,,,,,1207675.99,140,44,11,8626.2570714,27447.181591,109788.72636,0,2395839.26,250,84,18,9583.35704,28521.895952,133102.18111,0,3044765.13,295,94,24,10321.237729,32391.118404,126865.21375,0,0.0769960553,0.0938422457
Adcetris,Brentuximab Vedotin,1,Seagen Inc.,,,,,,,,,,,,,,,,,1207675.99,140,44,11,8626.2570714,27447.181591,109788.72636,0,2395839.26,250,84,18,9583.35704,28521.895952,133102.18111,0,3044765.13,295,94,24,10321.237729,32391.118404,126865.21375,0,0.0769960553,0.0938422457
Adcirca,Tadalafil,1,Overall,266213540.12,3897887.5,64456,8975,68.296876223,4130.1591802,29661.675779,0,82750004.24,1182511,18904,2801,69.978210976,4377.3806729,29543.021864,0,55942543.48,799333,12365,1609,69.98653062,4524.2655463,34768.516768,0,43282513.46,613790,9421,1172,70.516811059,4594.2589385,36930.472235,0,33526807.44,473836,7161,906,70.756142294,4681.8611144,37005.306225,0,0.00339396,0.0088830523
Adcirca,Tadalafil,1,Eli Lilly & Co.,266213540.12,3897887.5,64456,8975,68.296876223,4130.1591802,29661.675779,0,82750004.24,1182511,18904,2801,69.978210976,4377.3806729,29543.021864,0,55942543.48,799333,12365,1609,69.98653062,4524.2655463,34768.516768,0,43282513.46,613790,9421,1172,70.516811059,4594.2589385,36930.472235,0,33526807.44,473836,7161,906,70.756142294,4681.8611144,37005.306225,0,0.00339396,0.0088830523
Adderall,Dextroamphetamine/Amphetamine,1,Overall,3853888.75,607546,8488,1551,6.3423211734,454.03967366,2484.7767569,0,4750438.52,676194,9563,1806,7.0251859226,496.75191049,2630.364629,0,5298565.5,706339,10244,1609,7.5021128641,517.2359918,3293.0798633,0,5793971.05,710184,10667,1765,8.1583965544,543.16781194,3282.7031445,0,7120762.45,781357,12017,2201,9.112076187,592.5574145,3235.2396411,0,0.116895474,0.0948188793
Adderall,Dextroamphetamine/Amphetamine,1,Teva USA,3853888.75,607546,8488,1551,6.3423211734,454.03967366,2484.7767569,0,4750438.52,676194,9563,1806,7.0251859226,496.75191049,2630.364629,0,5298565.5,706339,10244,1609,7.5021128641,517.2359918,3293.0798633,0,5793971.05,710184,10667,1765,8.1583965544,543.16781194,3282.7031445,0,7120762.45,781357,12017,2201,9.112076187,592.5574145,3235.2396411,0,0.116895474,0.0948188793
Adderall XR,Dextroamphetamine/Amphetamine,1,Overall,8032117.17,1676353,34589,5952,4.8450245592,232.21594062,1349.4820514,0,9206505.22,1875994,40173,8087,4.9659771377,229.17146392,1138.4326969,0,9699463.14,1948540,40377,7503,5.0406900746,240.22248161,1292.7446541,0,8420164.32,1205985,26067,5321,6.9832569215,323.02007596,1582.440203,0,8822033.54,1248969,27260,6325,7.0640363554,323.62558841,1394.7879115,0,0.0115675873,0.0988520829
Adderall XR,Dextroamphetamine/Amphetamine,1,Shire US Inc.,8032117.17,1676353,34589,5952,4.8450245592,232.21594062,1349.4820514,0,9206505.22,1875994,40173,8087,4.9659771377,229.17146392,1138.4326969,0,9699463.14,1948540,40377,7503,5.0406900746,240.22248161,1292.7446541,0,8420164.32,1205985,26067,5321,6.9832569215,323.02007596,1582.440203,0,8822033.54,1248969,27260,6325,7.0640363554,323.62558841,1394.7879115,0,0.0115675873,0.0988520829
Adefovir Dipivoxil,Adefovir Dipivoxil,2,Overall,5325462.51,189521,5782,740,28.099591526,921.04159633,7196.5709595,0,4756444.93,170441,5149,681,27.913762758,923.76091086,6984.5006314,0,4062508.26,154570,4425,570,26.270629306,918.08096271,7127.2074737,0,3683848.43,139317,3948,514,26.406700754,933.0923075,7167.0202918,0,3378371.86,127661,3240,469,26.462127159,1042.7073642,7203.3515139,0,0.0020989523,-0.014898033
Adefovir Dipivoxil,Adefovir Dipivoxil,1,Apotex Corp,188995.56,6726,190,130,28.099250669,994.71347368,1453.812,0,2073053.32,75053,2196,343,27.621191958,944.01335155,6043.8872303,0,1556218.21,60661,1788,302,25.654344801,870.3681264,5153.0404305,0,1893710.88,72386,2291,300,26.161286437,826.5870275,6312.3696,0,942833.29,35654,1082,240,26.443969541,871.38012015,3928.4720417,0,0.0108053977,-0.015064077
Adefovir Dipivoxil,Adefovir Dipivoxil,1,Sigmapharm Labo,5136466.95,182795,5592,738,28.099603107,918.53843884,6959.9823171,0,2683391.61,95388,2953,450,28.131333187,908.70017271,5963.0924667,0,2506290.05,93909,2637,439,26.688496843,950.4323284,5709.0889522,0,1790137.55,66931,1657,283,26.746015299,1080.3485516,6325.5743816,0,2435538.57,92007,2158,421,26.471231211,1128.6091613,5785.1272447,0,-0.010273833,-0.014813416
Adempas,Riociguat,1,Overall,256166028.16,2292012,26246,3192,111.76599275,9760.1931022,80252.515088,0,316869356.47,2679851,30605,3774,118.2404731,10353.515977,83961.143739,0,463152406.38,3661887.996,41615,4645,126.48113913,11129.458281,99709.882967,0,566502537.42,4182218,47886,5431,135.45878706,11830.233,104309.066,0,576981088.02,4025654,45851,5240,143.32745743,12583.82779,110110.89466,0,0.0580890361,0.0641550961
Adempas,Riociguat,1,"Bayer,Pharm Div",256166028.16,2292012,26246,3192,111.76599275,9760.1931022,80252.515088,0,316869356.47,2679851,30605,3774,118.2404731,10353.515977,83961.143739,0,463152406.38,3661887.996,41615,4645,126.48113913,11129.458281,99709.882967,0,566502537.42,4182218,47886,5431,135.45878706,11830.233,104309.066,0,576981088.02,4025654,45851,5240,143.32745743,12583.82779,110110.89466,0,0.0580890361,0.0641550961
Adlarity,Donepezil HCl,1,Overall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113185.36,954,212,139,118.65756741,533.89320755,814.28316547,0,,
Adlarity,Donepezil HCl,1,Corium/Prasco L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113185.36,954,212,139,118.65756741,533.89320755,814.28316547,0,,
Adlyxin,Lixisenatide,1,Overall,63298.03,636,70,26,99.670501732,904.25757143,2434.5396154,0,60595.43,573,73,25,105.65363221,830.07438356,2423.8172,0,66455.6,606,71,24,109.62017941,935.9943662,2768.9833333,0,107206.69,936,116,27,114.48647675,924.19560345,3970.6181481,0,55722.61,486,68,23,114.76898856,819.45014706,2422.7221739,0,0.0024676435,0.0358919961
Adlyxin,Lixisenatide,1,Sanofi-Aventis,63298.03,636,70,26,99.670501732,904.25757143,2434.5396154,0,60595.43,573,73,25,105.65363221,830.07438356,2423.8172,0,66455.6,606,71,24,109.62017941,935.9943662,2768.9833333,0,107206.69,936,116,27,114.48647675,924.19560345,3970.6181481,0,55722.61,486,68,23,114.76898856,819.45014706,2422.7221739,0,0.0024676435,0.0358919961
Admelog,Insulin Lispro,1,Overall,403661.76,17019,1069,658,23.718300723,377.60688494,613.46772036,0,2076727.3,120033.714,9229,4566,17.301200061,225.02192003,454.82420061,0,2461450.03,181351,16801,7099,13.572850605,146.50616213,346.7319383,0,2224714.69,161708.1,17009,7148,13.757595878,130.79632489,311.2359667,0,1595500.5,144614.428,14866,6048,11.032789204,107.32547424,263.8062996,0,-0.198058345,-0.174151399
Admelog,Insulin Lispro,1,Sanofi-Aventis,403661.76,17019,1069,658,23.718300723,377.60688494,613.46772036,0,2076727.3,120033.714,9229,4566,17.301200061,225.02192003,454.82420061,0,2461450.03,181351,16801,7099,13.572850605,146.50616213,346.7319383,0,2224714.69,161708.1,17009,7148,13.757595878,130.79632489,311.2359667,0,1595500.5,144614.428,14866,6048,11.032789204,107.32547424,263.8062996,0,-0.198058345,-0.174151399
Admelog Solostar,Insulin Lispro,1,Overall,1124957.97,36927,2995,1645,30.464374848,375.61201002,683.86502736,0,5632924.42,1248401.999,20468,9303,4.5121078182,275.20639144,605.49547673,0,5785747.56,339259,26851,12070,17.054072434,215.47605527,479.34942502,0,6137620.19,352790,31839,14120,17.397375748,192.77050755,434.67565085,0,4563006.98,341889.93,31954,13463,13.346421113,142.79924204,338.92943475,0,-0.232848603,-0.186433349
Admelog Solostar,Insulin Lispro,1,Sanofi-Aventis,1124957.97,36927,2995,1645,30.464374848,375.61201002,683.86502736,0,5632924.42,1248401.999,20468,9303,4.5121078182,275.20639144,605.49547673,0,5785747.56,339259,26851,12070,17.054072434,215.47605527,479.34942502,0,6137620.19,352790,31839,14120,17.397375748,192.77050755,434.67565085,0,4563006.98,341889.93,31954,13463,13.346421113,142.79924204,338.92943475,0,-0.232848603,-0.186433349
